,I2HospitalRate_range,E2Irate_range,I2Rrate_range,delay_from_hospital_to_I_range,Beta_coeff_summer_range,winter_coeff_range,Beta_coeff_manual_setting_range,indFirstValidRow_range,indFirstAvailData_range,indLastAvailData_range,indLastValidRow_range,lower___for_sample_weights_range,upper___for_sample_weights_range,N0_range,S0_range,x0_range,n0_range,epsil_range
388,0.07,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
389,0.07,0.16666666666666666,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
390,0.07,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
391,0.07,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
392,0.07,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
393,0.07,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
394,0.07,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
395,0.07,0.16666666666666666,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
396,0.07,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
397,0.07,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
398,0.07,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
399,0.07,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
400,0.07,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
401,0.07,0.16666666666666666,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
402,0.07,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
403,0.07,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
404,0.07,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
405,0.07,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
406,0.07,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
407,0.07,0.16666666666666666,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
408,0.07,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
409,0.07,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
410,0.07,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
411,0.07,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
412,0.07,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
413,0.07,0.16666666666666666,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
414,0.07,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
415,0.07,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
416,0.07,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
417,0.07,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
418,0.07,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
419,0.07,0.16666666666666666,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
420,0.07,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
421,0.07,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
422,0.07,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
423,0.07,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
424,0.07,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
425,0.07,0.16666666666666666,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
426,0.07,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
427,0.07,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
428,0.07,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
429,0.07,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
430,0.07,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
431,0.07,0.16666666666666666,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
432,0.07,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
433,0.07,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
434,0.07,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
435,0.07,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
436,0.07,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
437,0.07,0.14285714285714285,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
438,0.07,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
439,0.07,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
440,0.07,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
441,0.07,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
442,0.07,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
443,0.07,0.14285714285714285,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
444,0.07,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
445,0.07,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
446,0.07,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
447,0.07,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
448,0.07,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
449,0.07,0.14285714285714285,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
450,0.07,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
451,0.07,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
452,0.07,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
453,0.07,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
454,0.07,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
455,0.07,0.14285714285714285,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
456,0.07,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
457,0.07,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
458,0.07,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
459,0.07,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
460,0.07,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
461,0.07,0.14285714285714285,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
462,0.07,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
463,0.07,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
464,0.07,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
465,0.07,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
466,0.07,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
467,0.07,0.14285714285714285,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
468,0.07,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
469,0.07,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
470,0.07,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
471,0.07,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
472,0.07,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
473,0.07,0.14285714285714285,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
474,0.07,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
475,0.07,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
476,0.07,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
477,0.07,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
478,0.07,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
479,0.07,0.14285714285714285,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
480,0.07,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
481,0.07,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
482,0.07,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
483,0.07,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
484,0.07,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
485,0.07,0.14285714285714285,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
486,0.07,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
487,0.07,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
488,0.07,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
489,0.07,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
490,0.07,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
491,0.07,0.14285714285714285,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
492,0.07,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
493,0.07,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
494,0.07,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
495,0.07,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
496,0.07,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
497,0.07,0.14285714285714285,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
498,0.07,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
499,0.07,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
500,0.07,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
501,0.07,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
502,0.07,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
503,0.07,0.14285714285714285,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
504,0.07,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
505,0.07,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
506,0.07,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
507,0.07,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
508,0.07,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
509,0.07,0.14285714285714285,0.11,16,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
510,0.07,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
511,0.07,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
512,0.07,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
513,0.07,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
514,0.07,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
515,0.07,0.14285714285714285,0.11,16,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
516,0.07,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
517,0.07,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
518,0.07,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
519,0.07,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
520,0.07,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
521,0.07,0.14285714285714285,0.11,16,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
522,0.07,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
523,0.07,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
524,0.07,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
525,0.07,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
526,0.07,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
527,0.07,0.14285714285714285,0.11,16,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
528,0.07,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
529,0.07,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
530,0.07,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
531,0.07,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
532,0.07,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
533,0.07,0.14285714285714285,0.11,16,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
534,0.07,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
535,0.07,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
536,0.07,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
537,0.07,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
538,0.07,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
539,0.07,0.14285714285714285,0.11,16,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
540,0.07,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
541,0.07,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
542,0.07,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
543,0.07,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
544,0.07,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
545,0.07,0.1111111111111111,0.11,4,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
546,0.07,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
547,0.07,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
548,0.07,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
549,0.07,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
550,0.07,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
551,0.07,0.1111111111111111,0.11,4,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
552,0.07,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
553,0.07,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
554,0.07,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
555,0.07,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
556,0.07,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
557,0.07,0.1111111111111111,0.11,4,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
558,0.07,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
559,0.07,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
560,0.07,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
561,0.07,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
562,0.07,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
563,0.07,0.1111111111111111,0.11,4,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
564,0.07,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
565,0.07,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
566,0.07,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
567,0.07,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
568,0.07,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
569,0.07,0.1111111111111111,0.11,4,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
570,0.07,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
571,0.07,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
572,0.07,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
573,0.07,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
574,0.07,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
575,0.07,0.1111111111111111,0.11,4,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
576,0.07,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
577,0.07,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
578,0.07,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
579,0.07,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
580,0.07,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
581,0.07,0.1111111111111111,0.11,9,0.085,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
582,0.07,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
583,0.07,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
584,0.07,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
585,0.07,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
586,0.07,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
587,0.07,0.1111111111111111,0.11,9,0.085,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
588,0.07,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
589,0.07,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
590,0.07,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
591,0.07,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
592,0.07,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
593,0.07,0.1111111111111111,0.11,9,0.1,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
594,0.07,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
595,0.07,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
596,0.07,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
597,0.07,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
598,0.07,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
599,0.07,0.1111111111111111,0.11,9,0.1,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
600,0.07,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
601,0.07,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,40
602,0.07,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,30
603,0.07,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.8,40
604,0.07,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,30
605,0.07,0.1111111111111111,0.11,9,0.15,0.5,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.9,40
606,0.07,0.1111111111111111,0.11,9,0.15,0.7,0.55,28,50,240,321,1,100,57000000,57000000,0.7,0.6,30
